desc|nama|toko|updtime
10.51.107.131|FRESH PAKISAJI 2|T28B|2024-09-05 00:44:07
10.51.107.133|FRESH PAKISAJI 2|T28B|2024-09-05 00:44:07
10.51.107.130|FRESH PAKISAJI 2|T28B|2024-09-05 00:44:07
10.51.107.130|FRESH PAKISAJI 2|T28B|2024-09-05 00:44:07
127.0.0.1|ANNUR II BULULAWANG|FMI4|2024-09-05T07:03:54
127.0.0.1|ANNUR II BULULAWANG|FMI4|2024-09-05T07:03:54
127.0.0.1|ANNUR II BULULAWANG|FMI4|2024-09-05T07:03:54
127.0.0.1|ANNUR II BULULAWANG|FMI4|2024-09-05T07:03:54
127.0.0.1|ANNUR II BULULAWANG|FMI4|2024-09-05T07:03:54
127.0.0.1|ANNUR II BULULAWANG|FMI4|2024-09-05T07:03:54
127.0.0.1|ANNUR II BULULAWANG|FMI4|2024-09-05T07:03:54
127.0.0.1|ANNUR II BULULAWANG|FMI4|2024-09-05T07:03:54
10.51.68.34|WRINGINANOM MALANG|FMS7|2024-09-05T06:58:00
10.51.68.34|WRINGINANOM MALANG|FMS7|2024-09-05T06:58:00
10.51.68.34|WRINGINANOM MALANG|FMS7|2024-09-05T06:58:00
10.51.68.34|WRINGINANOM MALANG|FMS7|2024-09-05T06:58:00
10.51.39.226|BUNGUR - MALANG|TH9F|2024-09-05T00:38:49
10.51.39.227|BUNGUR - MALANG|TH9F|2024-09-05T00:38:49
10.51.60.227|BUNGUR - MALANG|TH9F|2024-09-05T00:38:49
10.51.185.67|BUNGUR - MALANG|TH9F|2024-09-05T00:38:49
10.51.185.66|BUNGUR - MALANG|TH9F|2024-09-05T00:38:49
10.51.18.65|CANDI MENDUT-MALANG|F1L3|2024-09-05T06:50:01
10.51.18.65|CANDI MENDUT-MALANG|F1L3|2024-09-05T06:50:01
10.51.18.65|CANDI MENDUT-MALANG|F1L3|2024-09-05T06:50:01
10.51.18.65|CANDI MENDUT-MALANG|F1L3|2024-09-05T06:50:01
10.51.22.98|PUNCAK ESBERG_MALANG|TT94|2024-09-05T00:28:50
10.51.22.98|PUNCAK ESBERG_MALANG|TT94|2024-09-05T00:28:50
10.51.22.98|PUNCAK ESBERG_MALANG|TT94|2024-09-05T00:28:50
10.51.22.98|PUNCAK ESBERG_MALANG|TT94|2024-09-05T00:28:50
10.51.65.226|SUKOANYAR_MALANG|TWCV|2024-09-05T06:48:04
10.51.65.226|SUKOANYAR_MALANG|TWCV|2024-09-05T06:48:04
10.51.65.226|SUKOANYAR_MALANG|TWCV|2024-09-05T06:48:04
10.51.65.226|SUKOANYAR_MALANG|TWCV|2024-09-05T06:48:04
10.51.83.2|MONDOROKO 114 MALANG|FKHP|2024-09-05T00:47:25
10.51.83.3|MONDOROKO 114 MALANG|FKHP|2024-09-05T00:47:25
10.51.57.163|MONDOROKO 114 MALANG|FKHP|2024-09-05T00:47:25
10.51.57.163|MONDOROKO 114 MALANG|FKHP|2024-09-05T00:47:25
10.51.57.162|MONDOROKO 114 MALANG|FKHP|2024-09-05T00:47:25
10.51.83.5|MONDOROKO 114 MALANG|FKHP|2024-09-05T00:47:25
10.51.83.5|MONDOROKO 114 MALANG|FKHP|2024-09-05T00:47:25
10.51.123.130|PRONOJIWO - LUMAJANG|FX02|2024-09-05T07:18:46
10.51.123.130|PRONOJIWO - LUMAJANG|FX02|2024-09-05T07:18:46
10.51.123.130|PRONOJIWO - LUMAJANG|FX02|2024-09-05T07:18:46
10.51.123.130|PRONOJIWO - LUMAJANG|FX02|2024-09-05T07:18:46
10.51.123.130|PRONOJIWO - LUMAJANG|FX02|2024-09-05T07:18:46
10.51.123.130|PRONOJIWO - LUMAJANG|FX02|2024-09-05T07:18:46
10.51.6.33|KARANG WIDORO_MALANG|TRUL|2024-01-09T06:50:55
10.51.6.33|KARANG WIDORO_MALANG|TRUL|2024-01-09T06:50:55
10.51.6.33|KARANG WIDORO_MALANG|TRUL|2024-01-09T06:50:55
10.51.6.33|KARANG WIDORO_MALANG|TRUL|2024-01-09T06:50:55
10.51.55.2|RACI PASURUAN|TADF|2024-09-05T00:32:00
10.51.55.2|RACI PASURUAN|TADF|2024-09-05T00:32:00
10.51.55.2|RACI PASURUAN|TADF|2024-09-05T00:32:00
10.51.55.2|RACI PASURUAN|TADF|2024-09-05T00:32:00
10.51.55.2|RACI PASURUAN|TADF|2024-09-05T00:32:00
10.51.55.2|RACI PASURUAN|TADF|2024-09-05T00:32:00
10.51.55.2|RACI PASURUAN|TADF|2024-09-05T00:32:00
10.51.55.2|RACI PASURUAN|TADF|2024-09-05T00:32:00
10.51.50.98|FRESH DR SUTOMO PANDAAN|TEH7|2024-09-05T00:41:57
10.51.50.98|FRESH DR SUTOMO PANDAAN|TEH7|2024-09-05T00:41:57
10.51.50.100|FRESH DR SUTOMO PANDAAN|TEH7|2024-09-05T00:41:57
10.51.50.101|FRESH DR SUTOMO PANDAAN|TEH7|2024-09-05T00:41:57
10.51.50.98|FRESH DR SUTOMO PANDAAN|TEH7|2024-09-05T00:41:57
10.51.50.98|FRESH DR SUTOMO PANDAAN|TEH7|2024-09-05T00:41:57
172.31.31.1|FRESH DR SUTOMO PANDAAN|TEH7|2024-09-05T00:41:57
10.51.50.100|FRESH DR SUTOMO PANDAAN|TEH7|2024-09-05T00:41:57
10.51.20.97|LETJEN SUTOYO MALANG|T85B|2024-09-05T00:34:52
10.51.20.98|LETJEN SUTOYO MALANG|T85B|2024-09-05T00:34:52
10.51.20.98|LETJEN SUTOYO MALANG|T85B|2024-09-05T00:34:52
10.51.20.97|LETJEN SUTOYO MALANG|T85B|2024-09-05T00:34:52
10.51.20.97|LETJEN SUTOYO MALANG|T85B|2024-09-05T00:34:52
10.51.20.98|LETJEN SUTOYO MALANG|T85B|2024-09-05T00:34:52
10.51.67.226|KETAPANG_MALANG|F9SF|2024-09-05T07:05:11
10.51.67.226|KETAPANG_MALANG|F9SF|2024-09-05T07:05:11
10.51.67.226|KETAPANG_MALANG|F9SF|2024-09-05T07:05:11
10.51.67.226|KETAPANG_MALANG|F9SF|2024-09-05T07:05:11
10.51.7.162|TLOGOWARU_MALANG|T1LG|2024-09-05T06:38:13
10.51.7.162|TLOGOWARU_MALANG|T1LG|2024-09-05T06:38:13
10.51.7.162|TLOGOWARU_MALANG|T1LG|2024-09-05T06:38:13
10.51.7.162|TLOGOWARU_MALANG|T1LG|2024-09-05T06:38:13
127.0.0.1|SUMBER PUCUNG BARU|FZNV|2024-09-05T06:42:13
127.0.0.1|SUMBER PUCUNG BARU|FZNV|2024-09-05T06:42:13
127.0.0.1|SUMBER PUCUNG BARU|FZNV|2024-09-05T06:42:13
127.0.0.1|SUMBER PUCUNG BARU|FZNV|2024-09-05T06:42:13
10.51.20.34|LAWANG II -MALANG|T6HH|2024-02-28 00:38:58
10.51.20.35|LAWANG II -MALANG|T6HH|2024-02-28 00:38:58
10.51.20.34|LAWANG II -MALANG|T6HH|2024-02-28 00:38:58
10.51.20.35|LAWANG II -MALANG|T6HH|2024-02-28 00:38:58
10.51.20.66|BENDUNGAN SUTAMI MALANG|T78B|
10.51.20.66|BENDUNGAN SUTAMI MALANG|T78B|
10.51.20.66|BENDUNGAN SUTAMI MALANG|T78B|2024-04-26T06:40:20
10.51.20.66|BENDUNGAN SUTAMI MALANG|T78B|2024-04-26T06:40:20
10.51.33.2|"FRESH RAYA KARANGPLOSO "|TK5S|2024-09-05T00:55:32
10.51.33.3|"FRESH RAYA KARANGPLOSO "|TK5S|2024-09-05T00:55:32
10.51.33.4|"FRESH RAYA KARANGPLOSO "|TK5S|2024-09-05T00:55:32
10.51.33.5|"FRESH RAYA KARANGPLOSO "|TK5S|2024-09-05T00:55:32
10.51.33.1|"FRESH RAYA KARANGPLOSO "|TK5S|2024-09-05T00:55:32
10.51.33.2|"FRESH RAYA KARANGPLOSO "|TK5S|2024-09-05T00:55:32
10.51.33.2|"FRESH RAYA KARANGPLOSO "|TK5S|2024-09-05T00:55:32
10.51.33.3|"FRESH RAYA KARANGPLOSO "|TK5S|2024-09-05T00:55:32
10.51.33.5|"FRESH RAYA KARANGPLOSO "|TK5S|2024-09-05T00:55:32
10.51.33.2|"FRESH RAYA KARANGPLOSO "|TK5S|2024-09-05T00:55:32
172.31.31.2|"FRESH RAYA KARANGPLOSO "|TK5S|2024-09-05T00:55:32
10.51.33.2|"FRESH RAYA KARANGPLOSO "|TK5S|2024-09-05T00:55:32
10.51.37.66|POINT REST AREA KM 792 A|TYH4|2024-09-05T00:28:17
10.51.37.67|POINT REST AREA KM 792 A|TYH4|2024-09-05T00:28:17
10.51.37.68|POINT REST AREA KM 792 A|TYH4|2024-09-05T00:28:17
10.51.37.66|POINT REST AREA KM 792 A|TYH4|2024-09-05T00:28:17
10.51.37.66|POINT REST AREA KM 792 A|TYH4|2024-09-05T00:28:17
10.51.37.68|POINT REST AREA KM 792 A|TYH4|2024-09-05T00:28:17
10.51.37.66|POINT REST AREA KM 792 A|TYH4|2024-09-05T00:28:17
10.51.37.68|POINT REST AREA KM 792 A|TYH4|2024-09-05T00:28:17
10.51.12.66|TERUSAN SURABAYA MALANG|F2WW|
10.51.12.66|TERUSAN SURABAYA MALANG|F2WW|2024-06-11T06:33:28
10.51.12.65|TERUSAN SURABAYA MALANG|F2WW|2024-06-11T06:33:28
10.51.12.66|TERUSAN SURABAYA MALANG|F2WW|2024-06-11T06:33:28
10.51.12.66|TERUSAN SURABAYA MALANG|F2WW|2024-06-11T06:33:28
10.51.18.130|TELASIH MALANG|F4D1|2024-09-05T06:46:25
10.51.18.130|TELASIH MALANG|F4D1|2024-09-05T06:46:25
10.51.18.130|TELASIH MALANG|F4D1|2024-09-05T06:46:25
10.51.18.130|TELASIH MALANG|F4D1|2024-09-05T06:46:25
172.1.1.1|POINT REST AREA KM 84 A|TGL5|2024-09-05T05:59:38
10.51.17.131|POINT REST AREA KM 84 A|TGL5|2024-09-05T05:59:38
10.51.60.100|POINT REST AREA KM 84 A|TGL5|2024-09-05T05:59:38
127.0.0.1|POINT REST AREA KM 84 A|TGL5|2024-09-05T05:59:38
10.51.17.130|POINT REST AREA KM 84 A|TGL5|2024-09-05T05:59:38
172.31.31.1|POINT REST AREA KM 84 A|TGL5|2024-09-05T05:59:38
10.51.60.100|POINT REST AREA KM 84 A|TGL5|2024-09-05T05:59:38
10.51.60.100|POINT REST AREA KM 84 A|TGL5|2024-09-05T05:59:38
10.51.17.130|POINT REST AREA KM 84 A|TGL5|2024-09-05T05:59:38
127.0.0.1|POINT REST AREA KM 84 A|TGL5|2024-09-05T05:59:38
10.51.40.2|KARANGREJO GEMPOL|FKIU|2024-09-05T06:45:19
10.51.40.2|KARANGREJO GEMPOL|FKIU|2024-09-05T06:45:19
10.51.40.2|KARANGREJO GEMPOL|FKIU|2024-09-05T06:45:19
10.51.40.2|KARANGREJO GEMPOL|FKIU|2024-09-05T06:45:19
10.51.40.2|KARANGREJO GEMPOL|FKIU|2024-09-05T06:45:19
10.51.40.2|KARANGREJO GEMPOL|FKIU|2024-09-05T06:45:19
10.51.40.2|KARANGREJO GEMPOL|FKIU|2024-09-05T06:45:19
10.51.7.1|"RAYA KEPANJEN "|FJ2Q|2024-09-05T06:53:07
10.51.7.1|"RAYA KEPANJEN "|FJ2Q|2024-09-05T06:53:07
10.51.7.1|"RAYA KEPANJEN "|FJ2Q|2024-09-05T06:53:07
10.51.7.1|"RAYA KEPANJEN "|FJ2Q|2024-09-05T06:53:07
10.51.120.226|"SENGON "|F2SW|2024-09-05T00:38:29
10.51.120.227|"SENGON "|F2SW|2024-09-05T00:38:29
10.51.58.130|"SENGON "|F2SW|2024-09-05T00:38:29
10.51.58.131|"SENGON "|F2SW|2024-09-05T00:38:29
10.51.120.226|"SENGON "|F2SW|2024-09-05T00:38:29
10.51.120.226|"SENGON "|F2SW|2024-09-05T00:38:29
10.51.51.66|TAPAAN PASURUAN|FUNQ|2024-09-05 06:08:47
10.51.51.66|TAPAAN PASURUAN|FUNQ|2024-09-05 06:08:47
10.51.51.66|TAPAAN PASURUAN|FUNQ|2024-09-05 06:08:47
10.51.51.66|TAPAAN PASURUAN|FUNQ|2024-09-05 06:08:47
10.51.14.66|ARJUNO MALANG|FQMR|
10.51.14.66|ARJUNO MALANG|FQMR|2024-03-15 00:32:11
10.51.14.66|ARJUNO MALANG|FQMR|2024-03-15 00:32:11
10.51.14.66|ARJUNO MALANG|FQMR|2024-03-15 00:32:11
172.31.31.3|ARJUNO MALANG|FQMR|2024-03-15 00:32:11
10.51.50.2|KARANG JATI PASURUAN|TIID|2024-09-05T00:59:52
10.51.50.3|KARANG JATI PASURUAN|TIID|2024-09-05T00:59:52
10.51.50.5|KARANG JATI PASURUAN|TIID|2024-09-05T00:59:52
10.51.50.3|KARANG JATI PASURUAN|TIID|2024-09-05T00:59:52
10.51.50.2|KARANG JATI PASURUAN|TIID|2024-09-05T00:59:52
10.51.50.3|KARANG JATI PASURUAN|TIID|2024-09-05T00:59:52
10.51.50.3|KARANG JATI PASURUAN|TIID|2024-09-05T00:59:52
10.51.50.5|KARANG JATI PASURUAN|TIID|2024-09-05T00:59:52
10.51.50.2|KARANG JATI PASURUAN|TIID|2024-09-05T00:59:52
10.51.46.161|SIGURA GURA 15 A MALANG|TAZG|2024-09-05T00:39:23
10.51.46.162|SIGURA GURA 15 A MALANG|TAZG|2024-09-05T00:39:23
10.51.46.162|SIGURA GURA 15 A MALANG|TAZG|2024-09-05T00:39:23
10.51.46.164|SIGURA GURA 15 A MALANG|TAZG|2024-09-05T00:39:23
10.51.46.161|SIGURA GURA 15 A MALANG|TAZG|2024-09-05T00:39:23
10.51.46.161|SIGURA GURA 15 A MALANG|TAZG|2024-09-05T00:39:23
10.51.46.161|SIGURA GURA 15 A MALANG|TAZG|2024-09-05T00:39:23
10.51.46.164|SIGURA GURA 15 A MALANG|TAZG|2024-09-05T00:39:23
10.51.24.226|SUMBERPUCUNG - MALANG|TKAM|
10.51.24.226|SUMBERPUCUNG - MALANG|TKAM|
10.51.24.255|SUMBERPUCUNG - MALANG|TKAM|2024-09-05T00:56:13
10.51.24.226|SUMBERPUCUNG - MALANG|TKAM|2024-09-05T00:56:13
10.51.24.226|SUMBERPUCUNG - MALANG|TKAM|2024-09-05T00:56:13
10.51.35.163|ROGONOTO TIMUR MALANG|T1R9|2024-04-03T07:02:50
10.51.35.162|ROGONOTO TIMUR MALANG|T1R9|2024-04-03T07:02:50
10.51.35.162|ROGONOTO TIMUR MALANG|T1R9|2024-04-03T07:02:50
10.51.35.162|ROGONOTO TIMUR MALANG|T1R9|2024-04-03T07:02:50
10.51.35.163|ROGONOTO TIMUR MALANG|T1R9|2024-04-03T07:02:50
10.51.66.2|MALANGSUKO RAYA MALANG|T0SP|2024-09-05T06:41:33
10.51.66.2|MALANGSUKO RAYA MALANG|T0SP|2024-09-05T06:41:33
10.51.66.2|MALANGSUKO RAYA MALANG|T0SP|2024-09-05T06:41:33
10.51.66.2|MALANGSUKO RAYA MALANG|T0SP|2024-09-05T06:41:33
10.51.8.66|JUNREJO - BATU|FAUM|2024-09-05 06:16:01
10.51.8.66|JUNREJO - BATU|FAUM|2024-09-05 06:16:01
10.51.8.66|JUNREJO - BATU|FAUM|2024-09-05 06:16:01
10.51.8.66|JUNREJO - BATU|FAUM|2024-09-05 06:16:01
10.51.40.34|SAWOJAJAR MAS_MALANG|TK5K|2024-09-05T06:50:38
10.51.40.34|SAWOJAJAR MAS_MALANG|TK5K|2024-09-05T06:50:38
10.51.40.34|SAWOJAJAR MAS_MALANG|TK5K|2024-09-05T06:50:38
10.51.40.34|SAWOJAJAR MAS_MALANG|TK5K|2024-09-05T06:50:38
10.51.92.2|SUNAN KALIJAGA TIMUR MALANG|TKU3|2024-09-05T06:46:36
10.51.92.2|SUNAN KALIJAGA TIMUR MALANG|TKU3|2024-09-05T06:46:36
10.51.92.2|SUNAN KALIJAGA TIMUR MALANG|TKU3|2024-09-05T06:46:36
10.51.92.2|SUNAN KALIJAGA TIMUR MALANG|TKU3|2024-09-05T06:46:36
10.51.92.2|SUNAN KALIJAGA TIMUR MALANG|TKU3|2024-09-05T06:46:36
10.51.92.2|SUNAN KALIJAGA TIMUR MALANG|TKU3|2024-09-05T06:46:36
10.51.91.2|RAYA ARJOSARI 21|TFAE|2024-09-05T00:45:49
10.51.91.3|RAYA ARJOSARI 21|TFAE|2024-09-05T00:45:49
10.51.91.2|RAYA ARJOSARI 21|TFAE|2024-09-05T00:45:49
10.51.91.3|RAYA ARJOSARI 21|TFAE|2024-09-05T00:45:49
10.51.45.3|"GLAGA DOWO "|F0TH|2024-09-05T06:35:24
10.51.45.3|"GLAGA DOWO "|F0TH|2024-09-05T06:35:24
172.31.31.1|"GLAGA DOWO "|F0TH|2024-09-05T06:35:24
10.51.45.2|"GLAGA DOWO "|F0TH|2024-09-05T06:35:24
127.0.0.1|BELUNG PONCOKUSUMO|F1RS|2024-09-05T07:28:26
127.0.0.1|BELUNG PONCOKUSUMO|F1RS|2024-09-05T07:28:26
127.0.0.1|BELUNG PONCOKUSUMO|F1RS|2024-09-05T07:28:26
127.0.0.1|BELUNG PONCOKUSUMO|F1RS|2024-09-05T07:28:26
10.51.23.34|GAMPINGAN MALANG|TDV6|2024-09-05T06:57:39
10.51.23.34|GAMPINGAN MALANG|TDV6|2024-09-05T06:57:39
10.51.23.34|GAMPINGAN MALANG|TDV6|2024-09-05T06:57:39
10.51.23.34|GAMPINGAN MALANG|TDV6|2024-09-05T06:57:39
10.51.90.98|NGOPAK _PASURUAN|T55C|2024-09-05T06:33:07
10.51.90.98|NGOPAK _PASURUAN|T55C|2024-09-05T06:33:07
10.51.90.98|NGOPAK _PASURUAN|T55C|2024-09-05T06:33:07
10.51.90.98|NGOPAK _PASURUAN|T55C|2024-09-05T06:33:07
10.51.6.130|TAMBAKASRI MALANG|TXUQ|2024-09-05 06:53:01
10.51.6.130|TAMBAKASRI MALANG|TXUQ|2024-09-05 06:53:01
10.51.6.130|TAMBAKASRI MALANG|TXUQ|2024-09-05 06:53:01
10.51.6.130|TAMBAKASRI MALANG|TXUQ|2024-09-05 06:53:01
10.51.37.2|POINT REST AREA KM 66 A|THGO|2024-09-05T00:32:25
10.51.37.3|POINT REST AREA KM 66 A|THGO|2024-09-05T00:32:25
10.51.37.3|POINT REST AREA KM 66 A|THGO|2024-09-05T00:32:25
10.51.37.2|POINT REST AREA KM 66 A|THGO|2024-09-05T00:32:25
10.51.37.3|POINT REST AREA KM 66 A|THGO|2024-09-05T00:32:25
10.51.37.2|POINT REST AREA KM 66 A|THGO|2024-09-05T00:32:25
10.51.74.226|BEDALI _MALANG|TD50|2024-09-05T07:33:38
10.51.74.226|BEDALI _MALANG|TD50|2024-09-05T07:33:38
10.51.74.226|BEDALI _MALANG|TD50|2024-09-05T07:33:38
10.51.60.162|BEDALI _MALANG|TD50|2024-09-05T07:33:38
10.51.60.162|BEDALI _MALANG|TD50|2024-09-05T07:33:38
10.51.60.162|BEDALI _MALANG|TD50|2024-09-05T07:33:38
10.51.74.226|BEDALI _MALANG|TD50|2024-09-05T07:33:38
127.0.0.1|SITIREJO|FPMD|2024-09-05 07:30:39
127.0.0.1|SITIREJO|FPMD|2024-09-05 07:30:39
127.0.0.1|SITIREJO|FPMD|2024-09-05 07:30:39
127.0.0.1|SITIREJO|FPMD|2024-09-05 07:30:39
127.0.0.1|SITIREJO|FPMD|2024-09-05 07:30:39
10.51.8.225|DEWI SARTIKA BATU|FLU1|2024-09-05T06:58:20
10.51.8.225|DEWI SARTIKA BATU|FLU1|2024-09-05T06:58:20
10.51.8.225|DEWI SARTIKA BATU|FLU1|2024-09-05T06:58:20
10.51.8.225|DEWI SARTIKA BATU|FLU1|2024-09-05T06:58:20
10.51.8.225|DEWI SARTIKA BATU|FLU1|2024-09-05T06:58:20
10.51.8.225|DEWI SARTIKA BATU|FLU1|2024-09-05T06:58:20
10.51.184.130|DIPONEGORO BATU|TF3H|2024-09-05T07:18:03
10.51.90.34|DIPONEGORO BATU|TF3H|2024-09-05T07:18:03
10.51.61.163|DIPONEGORO BATU|TF3H|2024-09-05T07:18:03
10.51.90.35|DIPONEGORO BATU|TF3H|2024-09-05T07:18:03
10.51.184.131|DIPONEGORO BATU|TF3H|2024-09-05T07:18:03
10.51.32.34|NGOPAK 2 _PASURUAN|TLC1|2024-09-05T00:49:03
10.51.32.35|NGOPAK 2 _PASURUAN|TLC1|2024-09-05T00:49:03
10.51.32.35|NGOPAK 2 _PASURUAN|TLC1|2024-09-05T00:49:03
10.51.32.34|NGOPAK 2 _PASURUAN|TLC1|2024-09-05T00:49:03
10.51.32.35|NGOPAK 2 _PASURUAN|TLC1|2024-09-05T00:49:03
10.51.107.35|NGOPAK 2 _PASURUAN|TLC1|2024-09-05T00:49:03
10.51.13.226|ARJOSARI_MALANG|FGMS|2024-09-05T00:54:24
10.51.13.227|ARJOSARI_MALANG|FGMS|2024-09-05T00:54:24
172.31.31.1|ARJOSARI_MALANG|FGMS|2024-09-05T00:54:24
10.51.13.226|ARJOSARI_MALANG|FGMS|2024-09-05T00:54:24
10.51.13.226|ARJOSARI_MALANG|FGMS|2024-09-05T00:54:24
10.51.13.226|ARJOSARI_MALANG|FGMS|2024-09-05T00:54:24
10.51.13.227|ARJOSARI_MALANG|FGMS|2024-09-05T00:54:24
10.51.73.130|FRESH GRIYA SANTHA|TUR1|
10.51.73.131|FRESH GRIYA SANTHA|TUR1|2024-06-06T05:58:11
10.51.73.131|FRESH GRIYA SANTHA|TUR1|2024-06-06T05:58:11
10.51.185.98|FRESH GRIYA SANTHA|TUR1|2024-06-06T05:58:11
172.31.31.1|FRESH GRIYA SANTHA|TUR1|2024-06-06T05:58:11
10.51.73.130|FRESH GRIYA SANTHA|TUR1|2024-06-06T05:58:11
10.51.73.130|FRESH GRIYA SANTHA|TUR1|2024-06-06T05:58:11
10.51.73.133|FRESH GRIYA SANTHA|TUR1|2024-06-06T05:58:11
10.51.73.133|FRESH GRIYA SANTHA|TUR1|2024-06-06T05:58:11
10.51.73.130|FRESH GRIYA SANTHA|TUR1|2024-06-06T05:58:11
10.51.60.100|MAYJEND SUNGKONO NO.52|TLDH|2024-09-05T06:49:30
10.51.60.101|MAYJEND SUNGKONO NO.52|TLDH|2024-09-05T06:49:30
10.51.60.100|MAYJEND SUNGKONO NO.52|TLDH|2024-09-05T06:49:30
10.51.60.100|MAYJEND SUNGKONO NO.52|TLDH|2024-09-05T06:49:30
10.51.12.98|MAYJEND SUNGKONO NO.52|TLDH|2024-09-05T06:49:30
10.51.12.98|MAYJEND SUNGKONO NO.52|TLDH|2024-09-05T06:49:30
10.51.12.98|MAYJEND SUNGKONO NO.52|TLDH|2024-09-05T06:49:30
10.51.19.67|PUNTO DEWO - MALANG|FKMP|2024-09-05 06:54:18
10.51.19.67|PUNTO DEWO - MALANG|FKMP|2024-09-05 06:54:18
10.51.19.65|PUNTO DEWO - MALANG|FKMP|2024-09-05 06:54:18
10.51.19.67|PUNTO DEWO - MALANG|FKMP|2024-09-05 06:54:18
10.51.19.67|PUNTO DEWO - MALANG|FKMP|2024-09-05 06:54:18
10.51.44.65|BOKOR 43 MALANG|TO63|
10.51.44.65|BOKOR 43 MALANG|TO63|2024-03-03T06:27:48
10.51.44.65|BOKOR 43 MALANG|TO63|2024-03-03T06:27:48
10.51.44.65|BOKOR 43 MALANG|TO63|2024-03-03T06:27:48
10.51.60.100|RAYA SALEM|F986|2024-09-05T07:07:29
10.51.60.101|RAYA SALEM|F986|2024-09-05T07:07:29
10.51.60.100|RAYA SALEM|F986|2024-09-05T07:07:29
10.51.16.162|RAYA SALEM|F986|2024-09-05T07:07:29
10.51.16.162|RAYA SALEM|F986|2024-09-05T07:07:29
10.51.16.162|RAYA SALEM|F986|2024-09-05T07:07:29
10.51.16.162|RAYA SALEM|F986|2024-09-05T07:07:29
10.51.27.65|JANTI MALANG|T86B|2024-09-05T00:35:17
10.51.27.65|JANTI MALANG|T86B|2024-09-05T00:35:17
10.51.27.65|JANTI MALANG|T86B|2024-09-05T00:35:17
10.51.27.65|JANTI MALANG|T86B|2024-09-05T00:35:17
10.51.52.98|KH.MANSYUR PASURUAN|FBGU|2024-09-05T07:20:01
10.51.52.98|KH.MANSYUR PASURUAN|FBGU|2024-09-05T07:20:01
10.51.52.98|KH.MANSYUR PASURUAN|FBGU|2024-09-05T07:20:01
10.51.52.98|KH.MANSYUR PASURUAN|FBGU|2024-09-05T07:20:01
127.0.0.1|RAYA KARANGSONO|TO2M|2024-09-05T06:50:15
127.0.0.1|RAYA KARANGSONO|TO2M|2024-09-05T06:50:15
127.0.0.1|RAYA KARANGSONO|TO2M|2024-09-05T06:50:15
127.0.0.1|RAYA KARANGSONO|TO2M|2024-09-05T06:50:15
127.0.0.1|RAYA KARANGSONO|TO2M|2024-09-05T06:50:15
127.0.0.1|RAYA KARANGSONO|TO2M|2024-09-05T06:50:15
127.0.0.1|RAYA KARANGSONO|TO2M|2024-09-05T06:50:15
10.51.107.3|HASANUDIN PASURUAN|THH9|2024-09-05T01:06:22
10.51.63.194|HASANUDIN PASURUAN|THH9|2024-09-05T01:06:22
10.51.107.2|HASANUDIN PASURUAN|THH9|2024-09-05T01:06:22
10.51.107.3|HASANUDIN PASURUAN|THH9|2024-09-05T01:06:22
10.51.107.2|HASANUDIN PASURUAN|THH9|2024-09-05T01:06:22
10.51.82.3|RAYA SUKOSARI MALANG|FCGQ|2024-09-05 07:03:42
10.51.82.3|RAYA SUKOSARI MALANG|FCGQ|2024-09-05 07:03:42
10.51.82.3|RAYA SUKOSARI MALANG|FCGQ|2024-09-05 07:03:42
10.51.82.3|RAYA SUKOSARI MALANG|FCGQ|2024-09-05 07:03:42
10.51.14.34|PAKIS KEMBAR - MALANG|TTEM|2024-09-05T07:20:12
10.51.14.34|PAKIS KEMBAR - MALANG|TTEM|2024-09-05T07:20:12
10.51.14.34|PAKIS KEMBAR - MALANG|TTEM|2024-09-05T07:20:12
10.51.14.34|PAKIS KEMBAR - MALANG|TTEM|2024-09-05T07:20:12
10.51.25.193|JOYO UTOMO|FWSE|2024-09-05 06:45:23
10.51.25.193|JOYO UTOMO|FWSE|2024-09-05 06:45:23
10.51.25.193|JOYO UTOMO|FWSE|2024-09-05 06:45:23
10.51.25.193|JOYO UTOMO|FWSE|2024-09-05 06:45:23
10.51.39.65|APARTEMEN SOEKARNO HATTA|FH6R|2024-09-05 06:55:29
10.51.39.65|APARTEMEN SOEKARNO HATTA|FH6R|2024-09-05 06:55:29
10.51.39.65|APARTEMEN SOEKARNO HATTA|FH6R|2024-09-05 06:55:29
10.51.39.65|APARTEMEN SOEKARNO HATTA|FH6R|2024-09-05 06:55:29
10.51.83.34|SULFAT 60 MALANG|TKIA|
10.51.83.34|SULFAT 60 MALANG|TKIA|
10.51.83.34|SULFAT 60 MALANG|TKIA|2024-05-08T07:09:59
10.51.83.34|SULFAT 60 MALANG|TKIA|2024-05-08T07:09:59
10.51.83.34|SULFAT 60 MALANG|TKIA|2024-05-08T07:09:59
10.51.83.34|SULFAT 60 MALANG|TKIA|2024-05-08T07:09:59
10.51.92.194|ARJOYOSO MALANG|TIJ8|2024-09-05 06:56:53
10.51.92.194|ARJOYOSO MALANG|TIJ8|2024-09-05 06:56:53
10.51.92.194|ARJOYOSO MALANG|TIJ8|2024-09-05 06:56:53
10.51.92.194|ARJOYOSO MALANG|TIJ8|2024-09-05 06:56:53
10.51.92.194|ARJOYOSO MALANG|TIJ8|2024-09-05 06:56:53
10.51.92.194|ARJOYOSO MALANG|TIJ8|2024-09-05 06:56:53
10.51.40.98|BULU LAWANG MALANG|TDA1|2024-09-05T06:51:06
